Year,Year Code,Country Name,Country Code,"Age at first marriage, male [SP.DYN.SMAM.MA]","Age at first marriage, female [SP.DYN.SMAM.FE]","Cause of death, by injury (% of total) [SH.DTH.INJR.ZS]","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total) [SH.DTH.COMM.ZS]","Death rate, crude (per 1,000 people) [SP.DYN.CDRT.IN]",Diabetes prevalence (% of population ages 20 to 79) [SH.STA.DIAB.ZS],Exclusive breastfeeding (% of children under 6 months) [SH.STA.BFED.ZS],"Immunization, BCG (% of one-year-old children) [SH.IMM.IBCG]","Immunization, measles (% of children ages 12-23 months) [SH.IMM.MEAS]","Immunization, DPT (% of children ages 12-23 months) [SH.IMM.IDPT]","Labor force, total [SL.TLF.TOTL.IN]","Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN]","Life expectancy at birth, male (years) [SP.DYN.LE00.MA.IN]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Literacy rate, adult total (% of people ages 15 and above) [SE.ADT.LITR.ZS]","Mortality rate, infant (per 1,000 live births) [SP.DYN.IMRT.IN]",Net migration [SM.POP.NETM],"Number of surgical procedures (per 100,000 population) [SH.SGR.PROC.P5]",Number of people who are undernourished [SN.ITK.DEFC],"Physicians (per 1,000 people) [SH.MED.PHYS.ZS]","Population, total [SP.POP.TOTL]","Suicide mortality rate (per 100,000 population) [SH.STA.SUIC.P5]","Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age) [SH.ALC.PCAP.LI]","Unemployment, total (% of total labor force) [SL.UEM.TOTL.ZS]",Rural population (% of total population) [SP.RUR.TOTL.ZS],Urban population (% of total population) [SP.URB.TOTL.IN.ZS],Current health expenditure (% of GDP) [SH.XPD.CHEX.GD.ZS],"Birth rate, crude (per 1,000 people) [SP.DYN.CBRT.IN]",Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding) [SH.STA.ORCF.ZS],Domestic general government health expenditure (% of general government expenditure) [SH.XPD.GHED.GE.ZS],"Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","Immunization, HepB3 (% of one-year-old children) [SH.IMM.HEPB]","Immunization, Hib3 (% of children ages 12-23 months) [SH.IMM.HIB3]","Immunization, Pol3 (% of one-year-old children) [SH.IMM.POL3]",Low-birthweight babies (% of births) [SH.STA.BRTW.ZS],"Malnutrition prevalence, weight for age (% of children under 5) [SH.STA.MALN.ZS]",Maternal leave benefits (% of wages paid in covered period) [SH.MMR.WAGE.ZS],"Mortality caused by road traffic injury (per 100,000 people) [SH.STA.TRAF.P5]","Maternal mortality ratio (national estimate, per 100,000 live births) [SH.STA.MMRT.NE]","Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%) [SH.DYN.NCOM.ZS]","Mortality rate attributed to household and ambient air pollution (per 100,000 population) [SH.STA.AIRP.P5]","Mortality rate attributed to unintentional poisoning (per 100,000 population) [SH.STA.POIS.P5]","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population) [SH.STA.WASH.P5]","Mortality rate, adult, male (per 1,000 male adults) [SP.DYN.AMRT.MA]","Mortality rate, adult, female (per 1,000 female adults) [SP.DYN.AMRT.FE]","Mortality rate, infant, female (per 1,000 live births) [SP.DYN.IMRT.FE.IN]","Mortality rate, infant, male (per 1,000 live births) [SP.DYN.IMRT.MA.IN]",Number of infant deaths [SH.DTH.IMRT],Number of maternal deaths [SH.MMR.DTHS],Number of neonatal deaths [SH.DTH.NMRT],Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure [SH.UHC.NOP1.TO],Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure [SH.UHC.NOP2.TO],Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure [SH.UHC.OOPC.25.TO],Number of under-five deaths [SH.DTH.MORT],"Nurses and midwives (per 1,000 people) [SH.MED.NUMW.P3]",Out-of-pocket expenditure per capita (current US$) [SH.XPD.OOPC.PC.CD],People using at least basic drinking water services (% of population) [SH.H2O.BASW.ZS],People using at least basic sanitation services (% of population) [SH.STA.BASS.ZS],People using safely managed drinking water services (% of population) [SH.H2O.SMDW.ZS],People with basic handwashing facilities including soap and water (% of population) [SH.STA.HYGN.ZS],Population ages 0-14 (% of total population) [SP.POP.0014.TO.ZS],Population ages 15-64 (% of total population) [SP.POP.1564.TO.ZS],Population ages 65 and above (% of total population) [SP.POP.65UP.TO.ZS],"Prevalence of HIV, total (% of population ages 15-49) [SH.DYN.AIDS.ZS]",Prevalence of overweight (% of adults) [SH.STA.OWAD.ZS],Prevalence of overweight (% of children under 5) [SH.STA.OWGH.ZS],Prevalence of undernourishment (% of population) [SN.ITK.DEFC.ZS],"Probability of dying at age 5-14 years (per 1,000 children age 5) [SH.DYN.0514]","Public spending on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]",Ratio of young literate females to males (% ages 15-24) [SE.ADT.1524.LT.FM.ZS],"School enrollment, primary (% net) [SE.PRM.NENR]","School enrollment, secondary (% net) [SE.SEC.NENR]","School enrollment, tertiary (% gross) [SE.TER.ENRR]",Sex ratio at birth (male births per female births) [SP.POP.BRTH.MF],"Smoking prevalence, males (% of adults) [SH.PRV.SMOK.MA]","Smoking prevalence, females (% of adults) [SH.PRV.SMOK.FE]","Specialist surgical workforce (per 100,000 population) [SH.MED.SAOP.P5]",Tuberculosis treatment success rate (% of new cases) [SH.TBS.CURE.ZS],"Tuberculosis death rate (per 100,000 people) [SH.TBS.MORT]",Unmet need for contraception (% of married women ages 15-49) [SP.UWT.TFRT],Urban population growth (annual %) [SP.URB.GROW],Rural population growth (annual %) [SP.RUR.TOTL.ZG],Vitamin A supplementation coverage rate (% of children ages 6-59 months) [SN.ITK.VITA.ZS],Wanted fertility rate (births per woman) [SP.DYN.WFRT]
2014,YR2014,Marshall Islands,MHL,..,..,..,..,..,..,..,89,79,78,..,..,..,..,..,30.1,..,..,..,..,57179,..,..,..,24.616,75.384,14.9224773,..,..,11.63656935,..,79,65,77,..,..,..,..,..,..,..,..,..,..,..,..,..,45,..,26,..,..,..,56,..,73.71192169,85.16592593,82.70520108,..,82.40836633,..,..,..,..,82.8,..,..,..,..,..,..,..,..,..,..,..,..,86,34,..,1.004939849,-1.340881064,..,..
2014,YR2014,Mauritania,MRT,..,..,..,..,7.751,..,..,93,75,81,1061636,65.328,61.935,63.654,..,56.7,..,..,300000,0.1582,3930896,..,..,9.81099987,49.797,50.203,4.284687713,35.381,..,5.216700211,4.794,81,81,81,..,..,..,..,..,..,..,..,..,227.389,182.722,..,..,7755,1100,5057,..,..,..,11598,0.9784,26.73806572,65.11945597,41.1419708,..,42.32052289,40.6832946,56.19622091,3.12048449,0.3,33.1,..,7.4,..,..,..,76.29421,23.70334,..,1.05,..,..,..,70,22,..,4.730213719,1.142045157,89,..
2014,YR2014,Mauritius,MUS,..,..,..,..,7.7,..,..,97,98,97,595863,77.58,70.97,74.19439024,92.47476,12.6,..,..,100000,1.9318,1260934,..,..,7.467000008,58.889,41.111,5.493996292,10.6,..,10.52838713,1.43,97,97,98,17.116743,..,..,..,..,..,..,..,..,194.902,95.844,..,..,173,9,117,..,..,..,199,3.2806,280.7610168,99.86658686,95.506954,..,..,19.8919955,70.69387723,9.414127275,1.3,31.4,..,5.6,..,4.91695,..,96.16563,..,39.12631,1.042,41.4,3.3,17.58,90,1.5,12.5,-0.088505393,0.369680702,..,..
2014,YR2014,Mexico,MEX,..,..,..,..,5.67,..,..,96,97,87,52542478,77.86,71.943,74.908,94.55588,13.2,..,..,5000000,2.207,120355128,..,..,4.809000015,21.007,78.993,5.630386248,18.892,..,10.71714535,2.243,84,87,87,7.8952208,..,..,..,..,..,..,..,..,143.773,80.698,..,..,30076,870,17369,..,..,..,34980,2.2237,238.1253662,97.86288796,88.52427575,42.24212215,87.75844817,28.00639537,65.41881124,6.57479339,0.2,63.9,..,4.1,..,5.26062,1.00159,96.79833,77.66257,31.09414,1.05,22.8,7.4,..,80,1.9,..,1.650555763,-0.11215477,..,..
2014,YR2014,"Micronesia, Fed. Sts.",FSM,..,..,..,..,6.611,..,..,73,83,77,..,68.843,65.523,67.152,..,28.8,..,..,..,..,107446,..,..,..,77.601,22.399,11.80410534,23.365,..,6.158515066,3.243,81,65,76,..,..,..,..,..,..,..,..,..,182.149,150.358,..,..,72,2,46,..,..,..,87,..,9.724269867,79.17329761,84.05564485,..,..,33.25856709,63.38253634,3.358896562,..,74.9,..,..,..,..,..,86.23183,..,..,1.066,..,..,..,94,24,..,1.621079753,1.368172285,..,..
2014,YR2014,Middle East & North Africa,MEA,..,..,..,..,4.983832345,..,33.92798029,94.72825801,88.36814061,89.05299396,139890576,75.18925219,71.64103656,73.32641704,78.74318,20.2,..,..,33200000,..,417932242,..,..,9.974905579,35.99993042,64.00006958,5.073359608,24.12068138,..,..,2.904217832,88.90440065,87.02813098,89.18292313,..,5.7,..,..,..,..,..,..,..,139.3985833,92.3657394,..,..,201461,6100,135090,..,..,..,239823,..,132.4374955,93.21648747,89.71340124,76.70959944,..,29.91583046,65.29620143,4.78796811,0.106856804,61.56640932,10.4,8.640392508,..,..,0.95084,93.35032,70.20788,38.56714,1.055370659,34.60164471,2.312584964,..,85,2.7,12.19898921,2.461704048,1.026054058,..,..
2014,YR2014,Middle income,MIC,..,..,..,..,7.320733253,..,40.0005,89.82370709,85.57471727,85.18787706,2433435134,73.2159684,68.83792426,70.94206542,84.87823,31.05316713,..,..,597400000,..,5433280437,..,..,5.410708533,49.81792836,50.18207164,5.189066226,18.9945265,..,..,2.368100933,83.74282943,58.8931189,85.74746059,..,15.6,..,..,..,..,..,..,..,183.5340422,118.4961539,..,..,3195229,195000,2035300,..,..,..,4196817,..,96.15070274,89.85075648,69.21330527,..,..,26.49877274,66.74721491,6.754012344,..,33.84168119,6,11.26169727,..,4.57743,0.96906,89.9072,67.10091,33.03852,1.080357986,37.56808604,4.234149019,..,83,20,12.99447341,2.37090191,-0.037427961,..,..
2014,YR2014,Moldova,MDA,..,..,..,..,11.386,..,..,97,90,90,993101,75.531,67.017,71.267,99.35989,14.1,..,4898,..,2.4746,2856950,..,..,3.855999947,57.504,42.496,8.63275677,10.759,..,12.75728196,1.265,92,89,92,5.0136991,..,..,..,..,..,..,..,..,246.042,99.914,..,..,622,10,542,..,..,..,725,5.311,88.49745941,87.95435513,74.88150027,72.02614082,86.9777488,15.83315883,74.20424721,9.962593966,0.6,50.9,..,..,..,6.26602,1.00009,87.14635,76.86421,41.48967,1.059,44.5,5.9,86.12,79,9.5,..,-0.133920232,-0.006999739,..,..
2014,YR2014,Monaco,MCO,..,..,..,..,..,..,..,89,89,99,..,..,..,..,..,3,..,..,..,7.5067,37322,..,..,..,0,100,2.086791769,..,..,8.285363764,..,99,99,99,5.4392691,..,..,..,..,..,..,..,..,..,..,..,..,1,..,1,..,..,..,2,20.1609,227.0513458,100,100,100,..,..,..,..,..,..,..,..,..,1.02195,..,..,..,..,..,..,..,195.6,..,0,..,1.134431416,..,..,..
2014,YR2014,Mongolia,MNG,..,..,..,..,6.296,..,47.1,99,98,99,1268989,73.119,64.873,68.863,..,16.7,..,5339,400000,3.1632,2940108,..,..,4.797999859,31.837,68.163,4.190003872,26.053,82.5,6.074106321,2.894,99,99,99,5.4059653,..,..,..,..,..,..,..,..,298.682,131.767,..,..,1265,37,804,..,..,..,1463,4.0257,61.04339218,80.78406849,57.50190656,23.87345805,71.11431366,28.37487602,67.78716972,3.837954252,0.1,54,..,15,..,4.71485,..,94.62431,..,63.86674,1.03,47.6,5.8,45.03,86,11,..,2.100276875,1.796299283,79,..
2014,YR2014,Montenegro,MNE,..,..,..,..,10.276,..,..,91,76,91,262634,78.734,73.835,76.297,..,3.5,..,..,..,2.1861,621810,..,..,17.99699974,34.529,65.471,..,11.893,..,..,1.719,87,91,91,5.3965507,..,..,..,..,..,..,..,..,134.089,71.625,..,..,26,0,19,..,..,..,29,5.446,..,96.30699359,97.2266555,91.84336204,..,18.63112288,67.85883554,13.51004157,0.1,58.5,..,2.5,..,..,..,..,..,..,1.08,48.7,44.7,..,89,0.2,..,0.608323989,-0.865344533,..,..
2014,YR2014,Morocco,MAR,..,..,..,..,5.142,..,..,99,99,99,11841519,76.724,74.172,75.477,..,22.9,..,..,1300000,0.9135,34192347,..,..,9.699999809,39.744,60.256,5.303417146,20.684,..,6.554263085,2.552,99,99,99,17.361732,..,..,..,..,..,..,..,..,76.916,67.372,..,..,16153,540,11657,..,..,..,18770,0.944,94.44792175,83.59668366,86.6509281,68.20269278,..,27.87388421,65.86661165,6.259504134,0.1,58.9,..,3.8,..,..,..,93.26164,..,25.33263,1.06,44.8,1,..,86,8.2,..,2.33085877,0.014585954,..,..
2014,YR2014,Mozambique,MOZ,..,..,..,..,10.628,..,..,94,85,79,11389306,58.727,53.222,56.062,..,61.2,..,..,7300000,..,26286163,..,..,3.417000055,66.122,33.878,5.967646837,38.993,..,4.664210975,5.131,79,79,79,13.92365,..,..,..,..,..,..,..,..,380.368,308.892,..,..,61739,3500,31054,..,..,..,85928,0.5952,2.371079445,48.95916359,25.64196973,..,12.15661192,45.57859676,51.48658853,2.934814709,12.4,25.4,..,26.8,..,..,..,89.91204,20.22234,6.21615,1.018,30,5.4,..,89,71,..,4.339389376,2.018223354,99,..
2014,YR2014,Myanmar,MMR,26.1,23.6,..,..,8.377,..,..,92,88,88,24695947,68.609,62.082,65.378,..,42,..,..,6100000,..,52280807,..,..,0.777999997,70.35,29.65,4.149409011,18.264,..,4.039143026,2.217,88,88,88,12.371709,..,..,..,..,..,..,..,..,228.447,167.006,..,..,39892,2400,24315,..,..,..,51313,..,34.98700333,78.28081008,65.47027915,..,79.16494821,28.30694864,66.64032304,5.05272832,0.8,23.3,..,11.8,..,..,..,96.1312,48.71663,..,1.03,36.9,7,..,87,63,..,1.475768718,0.548744488,94,..
2014,YR2014,Namibia,NAM,..,..,..,..,9.009,..,..,97,83,88,875346,64.089,58.595,61.425,..,34.4,..,..,700000,..,2273430,..,..,18.52099991,54.174,45.826,8.39028284,30.192,..,9.292643517,3.577,88,88,88,15.578081,..,..,..,..,..,..,..,..,371.987,284.653,..,..,2336,150,1144,..,..,..,3052,1.8527,39.81972885,81.54271749,33.5730819,..,43.48934646,36.92528843,59.25382122,3.820890349,12.8,39,..,30.9,..,3.10315,..,..,..,19.70396,1.01,33.6,10.3,..,87,73,..,4.134117187,-0.184304336,..,..
2014,YR2014,Nauru,NRU,..,..,..,..,..,..,..,99,98,95,..,..,..,..,..,29.5,..,..,..,..,11853,..,..,..,0,100,9.089228511,..,..,6.938818842,..,95,95,95,..,..,..,..,..,..,..,..,..,..,..,..,..,9,..,7,..,..,..,11,..,9.685235023,99.23724707,65.59552643,..,..,..,..,..,..,88.1,..,..,..,..,..,95.86716,73.66255,..,..,38.9,45.4,33.33,100,7.3,..,9.109230951,..,..,..
2014,YR2014,Nepal,NPL,..,20.7,..,..,6.555,..,56.7,99,88,92,14772424,70.586,67.792,69.168,..,31.1,..,..,2600000,0.5951,26906926,..,..,1.498999953,81.818,18.182,5.767847598,21.18,45.9,5.268236622,2.176,92,92,92,22.051159,30.1,..,..,..,..,..,..,..,179.623,138.265,..,..,17928,1300,13510,..,..,..,22135,2.1369,24.6251049,87.3932624,52.66065537,26.68465498,50.78327061,33.96288364,60.59828414,5.438832218,0.2,19.8,2.1,9.2,..,3.99302,..,98.79036,..,15.99375,1.058,38.5,11.2,2.96,92,15,25.3,1.998323658,-0.488351044,85,..
2014,YR2014,Netherlands,NLD,..,..,..,..,8.3,..,..,..,96,96,8966901,83.5,80,81.70731707,..,3.5,..,..,..,3.3468,16865008,..,..,7.415999889,10.31,89.69,10.56703776,10.4,..,15.62786847,1.71,94,96,96,6.1680512,..,..,..,..,..,..,..,..,67.33,50.465,..,..,609,11,462,..,..,..,722,10.5295,648.2583618,100.0000007,97.74690004,99.95763586,..,16.94212286,65.61633215,17.441545,0.2,56.9,..,2.5,..,5.4589,..,..,..,..,1.054,28.7,25.4,50.36,85,0.21,..,0.922227878,-4.403659324,..,..
2014,YR2014,New Caledonia,NCL,..,..,..,..,5.2,..,..,..,..,..,130467,79.932079,74.70124745,77.2528726,97.8,..,..,..,100000,..,268050,..,..,14.59000015,31.069,68.931,..,16.3,..,..,2.17,..,..,..,..,..,..,..,..,..,..,..,..,106.627,61.033,..,..,..,..,..,..,..,..,..,..,..,98.64111891,100,95.99183764,..,24.19147005,67.63340417,8.175125775,..,..,..,7.2,..,..,1.00121,..,..,..,1.05,..,..,..,20,1,..,2.313175419,0.210355578,..,..
2014,YR2014,New Zealand,NZL,..,..,..,..,6.88,..,..,..,93,93,2464398,83.3,79.6,81.40487805,..,5,..,..,..,3.2374,4509700,..,..,5.751999855,13.719,86.281,9.424130619,12.68,..,19.47607398,1.92,93,93,93,5.7772512,..,..,..,..,..,..,..,..,..,..,..,..,304,6,218,..,..,..,368,11.8172,532.5908203,100.0000013,100.0000013,97.10424372,..,20.10378921,65.59680983,14.29940097,0.1,64.6,..,2.5,..,6.3465,..,97.41885,94.71184,77.9813,1.056,18.4,16,..,82,0.28,..,1.579898365,1.07397826,..,..
2014,YR2014,Nicaragua,NIC,..,..,..,..,5.029,..,..,98,99,98,2775819,76.795,70.026,73.429,..,16.3,..,..,1000000,0.8946,6142733,..,..,4.519000053,42.3,57.7,8.009811491,22.231,..,18.3624208,2.503,98,98,99,10.712084,..,..,..,..,..,..,..,..,194.894,106.379,..,..,2218,140,1299,..,..,..,2592,1.3549,55.67527771,81.44398571,72.39542484,51.33238888,..,31.62555873,63.72071315,4.653728122,0.2,56.9,..,17.2,..,4.08329,..,..,..,..,1.05,..,..,15.47,85,2.2,..,1.654042768,0.855566289,4,..
2014,YR2014,Niger,NER,..,..,..,..,9.511,..,..,87,80,81,6948511,61.214,58.988,60.07,..,53.5,..,263,2000000,0.0272,19240157,..,..,0.523999989,83.781,16.219,5.851347372,47.988,..,5.402672663,7.245,81,81,79,..,34.6,..,..,..,..,..,..,..,267.301,238.951,..,..,48445,5300,25408,..,..,..,86321,0.3066,13.75047874,47.93507217,12.33280926,..,..,50.23477172,47.20035609,2.564872188,0.4,21,0.5,10.3,..,6.72771,..,60.13331,15.15304,..,1.05,14.9,0.1,0.41,79,18,..,3.967720963,3.886764009,95,..
2014,YR2014,Nigeria,NGA,..,..,..,..,12.994,..,..,51,44,43,53691627,53.506,51.865,52.672,..,79.6,..,..,15200000,..,176404902,..,..,4.561999798,53.018,46.982,3.348403797,39.828,..,3.526928276,5.653,43,43,50,..,20.6,..,..,..,..,..,..,..,378.39,342.287,..,..,548084,66000,260279,..,..,..,863618,..,77.51255035,67.30707971,36.96303431,19.42761386,41.401192,44.19912767,53.05082396,2.750048363,1.6,27.6,1.8,8.6,..,..,..,..,..,..,1.059,11,0.7,1.37,87,60,..,4.521141573,1.048519675,80,..
2014,YR2014,North America,NAC,..,..,..,..,8.143031561,..,34.7,..,91.8230741,94.64614821,179093684,81.55982569,76.83142539,79.13815445,..,5.8,..,..,..,..,353803582,..,..,6.249482531,18.54013357,81.45986643,15.92790893,12.32935753,..,21.33882535,1.83409536,88.72687092,92.8230741,92.8230741,7.871799166,0.7,..,..,..,..,..,..,..,126.6379646,76.49141896,..,..,24909,680,16891,..,..,..,29186,..,1006.715813,99.26447025,99.91253427,99.01188418,..,19.08016946,66.51632056,14.40350998,0.4,66.51276629,8.3,2.5,..,4.96174,..,93.73903,89.96159,86.37099,1.048526505,24.80698199,19.31132257,..,84,0.18,9,0.968158521,-0.154712601,..,..
2014,YR2014,North Macedonia,MKD,..,..,..,..,9.73,..,..,99,93,95,964018,77.352,73.291,75.299,97.8,10.5,..,..,100000,..,2077775,..,..,28.03000069,42.716,57.284,6.289933622,11.215,..,12.67158687,1.504,97,94,96,8.942028,..,..,..,..,..,..,..,..,128.259,69.001,..,..,245,2,200,..,..,..,278,..,120.293335,93.16955633,97.57483228,84.65020656,..,16.98427404,70.75631385,12.25941211,0.1,57.2,..,4.1,..,..,0.99737,89.23011,..,38.32701,1.072,..,..,..,87,0.98,..,0.248242515,-0.139951732,..,..
2014,YR2014,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55305,..,..,..,8.727,91.273,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.77107927,78.27106323,88.85180321,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62,4.4,..,1.037475578,0,..,..
2014,YR2014,Norway,NOR,33.8,31.8,..,..,7.9,..,..,..,94,93,2722748,84.2,80.1,82.1,..,2.3,..,..,..,2.6832,5137232,..,..,3.483999968,19.308,80.692,9.327557683,11.5,..,17.37430543,1.75,..,94,93,4.5631318,..,..,..,..,..,..,..,..,69.462,43.49,..,..,134,2,98,..,..,..,166,17.4255,1311.080078,100,98.057924,98.7005305,..,18.10705983,65.85288778,16.04005239,0.1,57.4,..,2.5,..,7.68074,..,99.82749,95.34711,77.5435,1.056,22.7,21.7,61.92,84,0.25,..,1.632151565,-0.953203284,..,..
2014,YR2014,Oman,OMN,..,..,..,..,2.592,..,32.8,99,99,99,2159684,79.141,74.875,76.634,91.9812,9.7,..,..,200000,2.1481,4027260,..,..,3.897000074,19.855,80.145,3.526933864,21.005,45.7,6.685393304,2.93,99,99,99,10.547615,9.7,..,..,..,..,..,..,..,111.733,70.132,..,..,789,15,420,..,..,..,904,4.6669,41.73606873,90.53712471,99.83530155,88.83868171,..,22.13239274,75.55206269,2.315544564,0.2,61.1,4.4,5.2,..,..,0.99925,93.88526,..,34.55519,1.05,15.3,0.5,..,96,0.43,17.8,8.327491424,0.57190887,..,..
2014,YR2014,Other small states,OSS,..,..,..,..,7.963677017,..,38.57683541,92.34789321,84.84724694,86.0410321,12734345,68.46518323,65.48480214,66.89118507,83.08374,40.94903709,..,..,3800000,..,28364410,..,..,10.07761211,39.94523077,60.05476923,4.008436492,24.26301667,..,..,3.151714982,85.67922082,85.7812272,86.17050466,14.93242864,..,..,..,..,..,..,..,..,226.4256948,195.144661,..,..,27853,2200,16357,..,..,..,37708,..,144.3779387,84.79904796,65.23283785,..,..,30.52106237,64.21264957,5.266288058,9.140793835,43.90638332,..,15.49431987,..,3.35425,0.98918,84.30141,53.1738,19.10871,1.033858185,36.36028434,8.164895407,..,..,..,21.06972722,3.006121161,0.645709625,..,..
2014,YR2014,Pakistan,PAK,..,..,..,..,7.176,..,..,85,71,69,64834459,67.323,65.468,66.36,56.97715,63.7,..,..,38900000,0.8972,195306825,..,..,1.827000022,64.181,35.819,2.722007968,29.318,..,3.475498036,3.708,69,69,69,..,..,..,..,..,..,..,..,..,179.216,143.133,..,..,358949,9200,263001,..,..,..,438191,0.4622,24.29586983,90.48406022,55.19319682,35.97145821,59.37520698,36.24940748,59.44363036,4.306962157,0.1,27,..,21,..,2.46593,0.82175,65.75982,..,9.65985,1.087,37,3.3,5.53,93,23,..,2.669051199,1.771822451,96,..
2014,YR2014,Palau,PLW,..,..,..,..,9.5,..,..,..,83,95,..,..,..,..,..,18.9,..,..,..,1.4205,17626,..,..,..,22.483,77.517,12.02302501,13.7,..,11.0260196,..,99,99,95,..,..,..,..,..,..,..,..,..,..,..,..,..,5,..,3,..,..,..,5,6.3068,195.2237854,99.32550545,99.99999548,..,..,..,..,..,..,84.4,..,..,..,..,..,94.91704,..,..,..,24.5,8.3,..,57,7.5,..,0.963419844,-2.76240036,..,..
2014,YR2014,Panama,PAN,..,..,..,..,4.985,..,..,99,90,80,1813556,80.765,74.58,77.583,..,15,..,..,400000,..,3901315,..,..,2.72300005,33.629,66.371,6.910640746,20.155,..,18.44428331,2.564,80,80,80,10.118183,..,..,..,..,..,..,..,..,152.112,80.354,..,..,1179,47,764,..,..,..,1370,2.9495,269.4289551,94.88219039,79.74654155,..,..,28.10963178,64.51449435,7.375873872,0.9,57.6,..,9.6,..,..,..,90.58017,69.04856,44.53679,1.05,11.1,2.6,26.22,79,5.9,..,2.184822569,0.758909346,..,..
2014,YR2014,Papua New Guinea,PNG,..,..,..,..,7.882,..,..,98,84,73,2383465,64.543,61.911,63.181,..,41.5,..,..,..,..,7946731,..,..,2.601000071,87.012,12.988,3.292572126,28.344,..,7.470081747,3.758,73,73,64,..,..,..,..,..,..,..,..,..,259.603,194.833,..,..,9264,350,5340,..,..,..,11776,..,5.830055714,39.56325937,14.72824381,..,..,37.13602954,59.6128848,3.251085667,0.8,51.5,..,..,..,..,..,..,..,..,1.08,52.2,25.1,..,70,47,..,2.089755557,2.001306477,..,..
2014,YR2014,Paraguay,PRY,..,..,..,..,5.412,..,..,96,84,93,3175766,75.494,71.577,73.473,95.03481,19.5,..,..,800000,..,6599526,..,..,5.03399992,39.526,60.474,6.64632991,21.413,..,11.17134392,2.542,93,93,93,8.1227388,..,..,..,..,..,..,..,..,166.165,126.102,..,..,2746,190,1720,..,..,..,3230,0.6143,181.4147644,95.93427087,86.59574822,61.66554879,79.49764564,30.86045877,63.41575137,5.72378986,0.5,52.2,..,11.7,..,..,0.99494,..,..,..,1.05,23.7,5.8,14.38,71,4.2,..,1.820685166,0.663256925,..,..
2014,YR2014,Peru,PER,..,..,..,..,5.324,..,66.6,94,89,88,16558647,78.161,72.944,75.529,93.70795,13.1,..,..,2800000,..,30090359,..,..,2.961999893,22.827,77.173,4.997495189,18.827,57,13.37643713,2.355,88,88,78,9.434021,3.2,..,..,..,..,..,..,..,155.156,96.121,..,..,7468,550,4897,..,..,..,9685,2.0824,102.6205902,89.48704712,72.83343991,49.55673013,..,28.38398505,64.55617894,7.059836009,0.3,56.4,8.8,9.2,..,3.69242,0.99629,92.54948,79.52639,..,1.05,..,5.4,42.88,87,7.2,8.6,1.295683327,0.254139745,..,..
2014,YR2014,Philippines,PHL,..,..,..,..,5.78,..,..,79,79,67,42517540,74.851,66.48,70.481,..,24,..,..,14000000,..,100513138,..,..,3.599999905,53.907,46.093,4.127411544,22.935,..,6.294563413,2.894,67,67,77,20.237776,..,..,..,..,..,..,..,..,263.544,139.184,..,..,55235,3000,33339,..,..,..,70643,..,65.35067749,92.08550355,73.13895592,46.02925373,78.38922209,32.64898136,62.85606712,4.494951516,0.1,26.4,..,14,..,..,..,95.36339,66.35664,35.62689,1.06,42.4,8.2,9.56,92,28,..,2.059750822,1.294850383,83,..
2014,YR2014,Poland,POL,..,..,..,..,9.9,..,..,92,97,98,18388187,81.7,73.7,77.60243902,..,4.3,..,..,..,2.302,38011735,..,..,8.989999771,39.597,60.403,6.352540106,9.9,..,10.47938988,1.32,96,98,94,5.8034458,..,..,..,..,..,..,..,..,162.874,64.372,..,..,1644,9,1131,..,..,..,1923,5.8168,209.6992035,98.70637152,97.00370303,97.49402555,..,14.81620544,69.98487494,15.19891962,..,57.4,..,2.5,..,4.90918,..,96.0052,91.52153,68.44717,1.056,34.4,24.4,67.65,58,1.5,..,-0.283228118,0.24386741,..,..
2014,YR2014,Portugal,PRT,..,..,..,..,10.1,..,..,99,98,98,5240751,84.4,78,81.12195122,..,3,..,..,..,4.5567,10401062,..,..,13.89400005,37.064,62.936,9.022328258,7.9,..,11.50707752,1.23,98,98,98,8.7751808,..,..,..,..,..,..,..,..,108.972,44.989,..,..,259,7,184,..,..,..,323,6.3677,550.4251099,99.90317997,99.31540498,95.23780279,..,14.26169043,65.41660964,20.32169993,0.5,56.5,..,2.5,..,5.12325,..,98.39988,92.78381,65.50357,1.06,30.8,16.1,84.04,72,2.1,..,0.3930561,-2.10253828,..,..
